id_venta,fecha_pedido,fecha_envio,nombre_cliente,apellido_cliente,correo_cliente,telefono_cliente,nacionalidad_cliente,vendedor,producto,cantidad,monto,impuesto,tipo_tarjeta,no_tarjeta
29,2024-03-21,2024-11-21,Celisse,Vickarman,cvickarmans@bloomberg.com,7192349411,United States,71-5393627,Flour Pastry Super Fine,8,4123,0.971,mastercard,5108756757521155
30,2024-05-26,2024-11-24,Chev,Clipson,cclipsont@sphinn.com,9522259330,United States,36-7630517,Huck White Towels,2,6885,0.917,mastercard,5048370920960994
31,2024-05-07,2024-09-23,Margalo,Findlow,mfindlowu@vimeo.com,5193337976,Dominican Republic,44-3478985,Oil - Grapeseed Oil,10,10922,0.318,mastercard,5108755122392706
32,2024-03-21,2024-06-20,Frasco,McBratney,fmcbratneyv@icq.com,5822959495,Colombia,97-6655926,"Loaf Pan - 2 Lb, Foil",3,9318,0.771,mastercard,5108754937822304
33,2024-04-19,2024-10-08,Ricki,Bavister,rbavisterw@stanford.edu,8324152149,United States,90-3827618,Salt - Table,1,8441,0.435,mastercard,5108758301654904
34,2024-08-14,2024-03-11,Maybelle,Adriaan,madriaanx@cafepress.com,2061916819,United States,99-3140169,Gatorade - Fruit Punch,6,12606,0.199,mastercard,5108756071179987
35,2024-09-02,2024-07-21,Roz,Janic,rjanicy@devhub.com,3526679514,United States,50-3148448,"Wine - Bourgogne 2002, La",5,5749,0.002,mastercard,5108755245596548
36,2024-03-27,2024-10-16,Crissie,Moehle,cmoehlez@newyorker.com,9164747293,United States,40-5159364,Island Oasis - Mango Daiquiri,6,4510,0.299,mastercard,5048378713656695
37,2024-08-17,2024-11-30,Tannie,Tzuker,ttzuker10@biglobe.ne.jp,2108937833,Mexico,99-4094901,"Wine - White, Riesling, Semi - Dry",6,9384,0.731,mastercard,5108753394918696
38,2024-04-27,2023-12-18,Brook,Mayling,bmayling11@t-online.de,2107790376,United States,89-4372466,Corn Syrup,6,13545,0.849,mastercard,5108758357144230
39,2024-08-15,2024-08-02,Christabel,Seeks,cseeks12@biblegateway.com,2171922211,United States,90-6094406,Wine - Chianti Classico Riserva,10,11712,0.524,mastercard,5108757735378221
40,2024-10-21,2024-05-26,Anitra,Ranscomb,aranscomb13@google.com.au,9479985113,Italy,36-8995736,Mix Pina Colada,6,11718,0.878,mastercard,5108754323648909
41,2024-05-19,2024-02-22,Torrey,Le Hucquet,tlehucquet14@bloomberg.com,2625770463,United States,24-1068083,Momiji Oroshi Chili Sauce,2,6584,0.72,mastercard,5108750629266834
42,2024-08-01,2024-07-02,Morgen,Ackred,mackred15@wikipedia.org,2026618218,United States,34-2320398,Ocean Spray - Ruby Red,4,11025,0.339,mastercard,5048373684313558
43,2024-01-29,2024-06-14,Zabrina,Eastby,zeastby16@nhs.uk,5437036597,Colombia,44-6549641,Tea Peppermint,2,12812,0.38,mastercard,5108759761147074
44,2024-05-17,2024-10-13,Armin,Grimbaldeston,agrimbaldeston17@vistaprint.com,2344890616,Colombia,33-4532106,Appetizer - Chicken Satay,4,10239,0.372,mastercard,5108754740250826
45,2024-04-04,2024-09-16,Sauncho,Summerskill,ssummerskill18@slideshare.net,7527609893,Mexico,99-8664666,Egg Patty Fried,4,10009,0.994,mastercard,5108759780996337
46,2024-05-04,2024-04-28,Lilia,Swindell,lswindell19@techcrunch.com,2124712745,Colombia,33-9247082,Blackberries,8,13098,0.973,mastercard,5048372082345972
47,2024-06-14,2024-04-19,Ingeberg,Dupre,idupre1a@howstuffworks.com,4368734982,Colombia,79-7972239,Table Cloth 120 Round White,4,6961,0.961,mastercard,5108752738211875
48,2024-07-29,2023-12-27,Rosalind,Coolson,rcoolson1b@dell.com,8017269424,United States,19-7854964,Muffin Batt - Carrot Spice,7,8319,0.923,mastercard,5048379131477540
49,2024-05-08,2024-03-14,Jessey,Brideaux,jbrideaux1c@angelfire.com,5395368452,Mexico,86-2640869,"Rice Pilaf, Dry,package",4,11026,0.677,mastercard,5108752558949232
50,2024-10-28,2024-07-12,Erastus,Phipard-Shears,ephipardshears1d@homestead.com,3187118954,United States,97-1407392,Pate Pans Yellow,6,5620,0.826,mastercard,5108752247466770
51,2024-10-16,2024-11-30,Tobye,Hunnawill,thunnawill1e@joomla.org,4133324456,United States,43-8666961,Potatoes - Yukon Gold 5 Oz,10,13933,0.768,mastercard,5048371571200078
52,2024-11-19,2024-08-03,Izak,Laurenty,ilaurenty1f@edublogs.org,4454054764,Mexico,99-3140169,Wine - Chateau Aqueria Tavel,7,3994,0.317,mastercard,5108756141449857
53,2024-08-16,2023-12-07,Boycey,Cumberlidge,bcumberlidge1g@ed.gov,5167592887,United States,64-9432037,Parsley - Dried,7,10092,0.518,mastercard,5048377182539556
54,2024-04-25,2024-04-29,Ban,Parken,bparken1h@gizmodo.com,9323505632,Mexico,78-9151673,"Cup - 6oz, Foam",6,13440,0.659,mastercard,5108751115763086
55,2024-09-22,2024-02-05,John,Shafto,jshafto1i@hhs.gov,6723420881,Colombia,58-3345781,Sprouts - Bean,6,7117,0.424,mastercard,5108759819848277
56,2024-09-23,2024-01-05,Royal,McCullock,rmccullock1j@ehow.com,6079244739,Colombia,97-1323311,Truffle Paste,10,8758,0.172,mastercard,5048378338103578
57,2024-07-23,2024-08-14,Rosmunda,Viles,rviles1k@ebay.co.uk,5332275187,Colombia,22-5211774,Scallops - U - 10,4,11703,0.289,mastercard,5048379155320816
58,2024-03-01,2024-02-26,Dionisio,Whiteman,dwhiteman1l@liveinternet.ru,3187624023,United States,04-1781862,Tea - Black Currant,3,6357,0.126,mastercard,5048375016286113
59,2024-01-28,2023-12-04,Glynnis,Arenson,garenson1m@mayoclinic.com,6174158098,United States,32-7274154,Wanton Wrap,7,6530,0.38,mastercard,5108751676745027
60,2024-08-25,2024-08-17,Katha,Minmagh,kminmagh1n@mac.com,2092755913,Mexico,22-5897994,"Veal - Inside, Choice",3,4797,0.251,mastercard,5048374072358833
61,2024-10-23,2024-11-05,Haskell,Blazhevich,hblazhevich1o@blogs.com,4049489641,United States,22-5211774,Wine La Vielle Ferme Cote Du,10,5059,0.236,mastercard,5108751878124252
62,2024-04-26,2024-11-14,Kristos,Ware,kware1p@vkontakte.ru,5248821190,Colombia,81-2555816,Onions - Spanish,6,14077,0.89,mastercard,5108759936290387
63,2024-01-30,2024-09-05,Wilhelmine,Dunstone,wdunstone1q@auda.org.au,3039978290,United States,81-2555816,"Pasta - Penne Primavera, Single",4,5847,0.193,mastercard,5048374646907453
64,2024-01-01,2024-02-29,Mohammed,Blanch,mblanch1r@hatena.ne.jp,3055919143,United States,13-3806571,Nantucket - Orange Mango Cktl,4,7230,0.905,mastercard,5108752420019966
65,2024-10-14,2024-06-07,Jeffie,Champkins,jchampkins1s@friendfeed.com,2771337189,Mexico,22-5897994,Munchies Honey Sweet Trail Mix,5,10660,0.005,mastercard,5108759137756590
66,2024-06-02,2023-12-25,Arni,Mumbeson,amumbeson1t@creativecommons.org,6987512567,Mexico,21-8439190,Potatoes - Mini Red,8,12123,0.652,mastercard,5048377726113124
67,2024-11-13,2024-05-22,Vidovik,Batcheldor,vbatcheldor1u@vimeo.com,6123981536,United States,36-5333346,Wine - Kwv Chenin Blanc South,10,8648,0.192,mastercard,5108750848435905
68,2024-10-16,2024-04-03,Ermin,Uc,euc1v@booking.com,5691943389,Colombia,97-2136523,Milk - Condensed,2,5358,0.778,mastercard,5108757864549154
69,2024-09-25,2024-08-29,Ernie,Geldeard,egeldeard1w@epa.gov,1991588851,Mexico,73-1937833,"Liqueur Banana, Ramazzotti",5,11290,0.988,mastercard,5048379064328801
70,2024-03-17,2024-07-02,Demetris,January,djanuary1x@epa.gov,7557124194,Colombia,64-9432037,Veal - Knuckle,4,4249,0.474,mastercard,5048375594927336
71,2024-07-08,2024-03-19,Dionis,Von Salzberg,dvonsalzberg1y@imgur.com,7616749864,Colombia,04-2721911,"Liqueur Banana, Ramazzotti",6,4939,0.281,mastercard,5048379418702628
72,2024-01-13,2024-02-24,Edwin,Dies,edies1z@smugmug.com,8283759674,United States,77-1986918,"Soda Water - Club Soda, 355 Ml",1,10187,0.789,mastercard,5048377611327904
73,2024-02-21,2024-08-15,Jinny,Ferretti,jferretti20@liveinternet.ru,2003073922,Colombia,32-1677298,"Soup - Cream Of Broccoli, Dry",10,11394,0.791,mastercard,5048370387323512
74,2024-02-26,2024-04-27,Theodoric,Zincke,tzincke21@1und1.de,8873856919,Mexico,12-1816115,"Octopus - Baby, Cleaned",6,6207,0.76,mastercard,5108753009617147
75,2024-11-16,2024-05-29,Joella,Calver,jcalver22@unesco.org,9235401057,Colombia,22-5211774,Turkey Tenderloin Frozen,8,9005,0.664,mastercard,5108758601607305
76,2024-05-03,2024-01-21,Happy,Constantinou,hconstantinou23@seesaa.net,9136589506,United States,35-6126375,Jack Daniels,8,6592,0.9,mastercard,5048376093296223
77,2024-04-04,2024-05-11,Diane,Illem,dillem24@thetimes.co.uk,8449702630,Italy,93-3232477,Wine - Pinot Noir Pond Haddock,5,5807,0.353,mastercard,5048373027252737
78,2024-08-07,2024-07-15,Raven,Shorbrook,rshorbrook25@freewebs.com,9496402292,Colombia,24-8238298,Mudslide,1,12729,0.355,mastercard,5108750787137793
79,2024-03-25,2024-10-13,Dedie,Melbury,dmelbury26@rambler.ru,9066692437,Dominican Republic,24-8238298,Clams - Bay,1,14159,0.462,mastercard,5048375675720527
80,2024-01-28,2024-04-21,Rutter,Redemile,rredemile27@networksolutions.com,2829794507,Dominican Republic,22-5897994,Cheese - Pied De Vents,10,10378,0.593,mastercard,5048377213032860
81,2024-08-20,2024-01-09,Roderic,Haylett,rhaylett28@godaddy.com,6515547143,United States,93-6058074,"Gingerale - Schweppes, 355 Ml",6,3843,0.686,mastercard,5108755818499252
82,2024-02-27,2024-10-19,Nelson,Sterndale,nsterndale29@ebay.com,7992380985,Colombia,90-6094406,Flounder - Fresh,7,7597,0.833,mastercard,5048377247670917
83,2024-02-18,2024-05-09,Julius,Jonczyk,jjonczyk2a@sbwire.com,5677828799,Mexico,86-7566129,Lemon Tarts,7,13440,0.45,mastercard,5108755650659617
84,2024-04-26,2024-05-02,Chelsae,Rameau,crameau2b@wp.com,4075229125,Mexico,21-8439190,Salmon Atl.whole 8 - 10 Lb,9,3449,0.852,mastercard,5108754196896676
85,2024-01-06,2024-05-17,Robyn,Warcop,rwarcop2c@mozilla.org,4059084224,United States,69-9087468,Beef - Bresaola,8,5403,0.175,mastercard,5108756622461439
86,2024-06-28,2024-01-02,Herold,Esel,hesel2d@unicef.org,9123045944,Colombia,52-4537395,"Salmon - Atlantic, Skin On",4,12607,0.603,mastercard,5108752012008781
87,2024-06-11,2023-12-18,Willow,Busby,wbusby2e@rakuten.co.jp,5921374932,Mexico,05-5140393,"Roe - Lump Fish, Red",2,11169,0.026,mastercard,5048372163661305
88,2024-03-24,2024-08-04,Nolana,Weinberg,nweinberg2f@miibeian.gov.cn,2209078970,Colombia,18-4526273,Clams - Bay,7,9498,0.359,mastercard,5048373423372956
89,2024-08-25,2023-12-19,Anett,Rainon,arainon2g@arizona.edu,6099331856,United States,95-3931114,Onions - Green,2,12522,0.23,mastercard,5108758083019680
90,2024-03-19,2024-05-01,Mateo,Warlowe,mwarlowe2h@t.co,7736180706,Mexico,58-8445429,Lobster - Tail 6 Oz,5,7047,0.466,mastercard,5108751077529830
91,2024-04-06,2024-11-04,Conney,Piser,cpiser2i@angelfire.com,7472484527,Dominican Republic,99-4094901,Caviar - Salmon,5,10913,0.012,mastercard,5108754650207071
92,2024-08-28,2024-01-18,Trent,Landy,tlandy2j@businessweek.com,7751926283,United States,78-9151673,"Shrimp - Baby, Warm Water",8,5784,0.716,mastercard,5048376249189397
93,2024-07-21,2024-08-04,Bunny,Pilgram,bpilgram2k@cloudflare.com,2199144965,Colombia,23-0049207,Island Oasis - Pina Colada,1,11135,0.607,mastercard,5048375425016903
94,2024-09-26,2024-05-28,Faith,Boylin,fboylin2l@vk.com,2402849199,Colombia,33-9247082,Creme De Cacao White,2,7301,0.208,mastercard,5048373517541284
95,2024-04-21,2024-08-17,Rob,Jeanet,rjeanet2m@cornell.edu,8044953259,United States,04-4510077,"Lamb - Pieces, Diced",1,5569,0.618,mastercard,5108751383758545
96,2024-11-06,2024-03-22,Aylmar,Main,amain2n@netscape.com,6217797436,Colombia,04-7088264,Nantucket Apple Juice,9,6114,0.0,mastercard,5108759450309894
97,2024-02-24,2024-11-04,Sigismond,Dulwich,sdulwich2o@shutterfly.com,7428269200,Dominican Republic,12-0301057,Chocolate - Chips Compound,6,9557,0.552,mastercard,5108759628651409
98,2024-03-23,2024-10-17,Melanie,Weall,mweall2p@unesco.org,2217621054,Mexico,97-2136523,Chocolate - Sugar Free Semi Choc,6,12512,0.454,mastercard,5108758016797014
99,2024-10-18,2024-06-25,Mariejeanne,Sharratt,msharratt2q@dailymotion.com,6651845370,Colombia,10-0019811,"Salmon - Smoked, Sliced",9,9451,0.558,mastercard,5048379237786828
100,2024-10-12,2024-10-26,Rebekah,Chaplain,rchaplain2r@shutterfly.com,8319603417,Dominican Republic,37-8092889,Worcestershire Sauce,4,10050,0.245,mastercard,5048371699648026
1,2024-02-11,2024-07-12,Elka,Langmaid,elangmaid0@baidu.com,4128502245,United States,36-8995736,Muffin Hinge - 211n,5,5495,0.637,mastercard,5108753334492331
2,2024-08-09,2024-01-07,Darwin,Skydall,dskydall1@myspace.com,4874827650,Mexico,46-2060669,"Coconut - Shredded, Sweet",8,3363,0.954,mastercard,5108752419972829
3,2024-09-27,2024-05-25,Carolyne,Fretson,cfretson2@vinaora.com,8069490112,Mexico,90-6094406,"Lamb - Whole, Fresh",6,7186,0.582,mastercard,5108753804334658
4,2024-09-07,2024-02-04,Alfi,Margaret,amargaret3@artisteer.com,3437916486,Colombia,14-7026110,Wine - Riesling Dr. Pauly,4,4709,0.265,mastercard,5048370536468507
5,2024-08-13,2024-02-11,Truman,Littrick,tlittrick4@hexun.com,9927211712,Colombia,29-0623737,"Gin - Gilbeys London, Dry",9,6662,0.164,mastercard,5108755043656676
6,2024-09-21,2024-01-09,Theresita,Ferryman,tferryman5@ihg.com,4795855069,Colombia,15-7972653,Tart - Lemon,10,6206,0.663,mastercard,5108757093323975
7,2024-01-01,2024-10-24,Prissie,Spering,pspering6@mtv.com,8839772072,Colombia,85-2993638,"Pepper - Green, Chili",6,6769,0.755,mastercard,5108757033906327
8,2024-10-07,2024-02-04,Torie,Rowcastle,trowcastle7@sphinn.com,1423325055,Colombia,10-0019811,Cheese - Cheddar With Claret,4,3675,0.861,mastercard,5048373554704332
9,2024-01-21,2024-10-11,Dalton,Gaber,dgaber8@imdb.com,8481762005,Colombia,18-4327173,"Shrimp - Baby, Warm Water",7,8393,0.061,mastercard,5048378202759463
10,2024-09-11,2024-05-15,Maurizia,Oswick,moswick9@photobucket.com,8849609003,Dominican Republic,72-1063019,Squash - Acorn,6,12343,0.423,mastercard,5048379394985775
11,2024-03-10,2024-07-04,Siusan,Harkes,sharkesa@trellian.com,8931365984,Mexico,22-5211774,Iced Tea Concentrate,6,12634,0.674,mastercard,5048371768526558
12,2024-05-15,2024-09-28,Cissy,Van der Brug,cvanderbrugb@e-recht24.de,8351641119,Colombia,32-1677298,Wine - Cotes Du Rhone Parallele,6,6544,0.502,mastercard,5048375450503262
13,2024-09-06,2024-02-11,Lotta,Haye,lhayec@mapquest.com,7146564302,United States,33-4532106,"Cup - 3.5oz, Foam",1,6466,0.489,mastercard,5108758247567111
14,2024-05-22,2024-03-03,Hillery,Willeson,hwillesond@cornell.edu,9018114100,United States,35-1306564,Syrup - Monin - Blue Curacao,2,10392,0.483,mastercard,5108755022166028
15,2024-10-13,2024-01-13,Gran,Beane,gbeanee@irs.gov,4027598989,Mexico,65-9086309,Parsnip,2,13100,0.43,mastercard,5108758306900153
16,2024-07-17,2023-12-11,Newton,Faulder,nfaulderf@oracle.com,9716696440,United States,04-5323286,Milk - Skim,3,11646,0.752,mastercard,5108756644551027
17,2024-01-11,2024-07-24,Layton,Lambrechts,llambrechtsg@ft.com,5133943517,United States,97-2136523,Cookies - Englishbay Oatmeal,10,8993,0.57,mastercard,5048372998402586
18,2024-08-08,2024-07-04,Adrianne,Frensch,afrenschh@cpanel.net,8166071318,United States,82-6624786,Chinese Foods - Plain Fried Rice,1,4541,0.577,mastercard,5048373316354749
19,2024-03-26,2024-01-30,Tremayne,Skates,tskatesi@parallels.com,9149012472,United States,91-9571840,"Tray - Foam, Square 4 - S",9,5906,0.458,mastercard,5108758462964001
20,2024-05-28,2024-05-01,Augustine,Scaplehorn,ascaplehornj@example.com,9702416859,Mexico,30-9696679,Wine - Prosecco Valdobienne,8,11229,0.408,mastercard,5108752493226746
21,2024-01-08,2024-05-18,Torr,Jorczyk,tjorczykk@slideshare.net,8278859425,Mexico,07-1716470,"Shrimp - 16/20, Peeled Deviened",5,9521,0.893,mastercard,5048374543067062
22,2024-06-16,2024-08-23,Giovanni,Lacheze,glachezel@soup.io,6418017696,Colombia,99-3140169,Eel Fresh,6,13517,0.729,mastercard,5048378620721723
23,2024-03-06,2024-09-15,Del,Nias,dniasm@netvibes.com,4807129831,United States,71-5393627,Nantuket Peach Orange,6,5796,0.608,mastercard,5048379261812565
24,2024-07-15,2023-12-20,Riane,Fittis,rfittisn@nbcnews.com,7205922892,Mexico,38-7030185,Vinegar - Rice,4,4191,0.795,mastercard,5108751448889020
25,2024-09-15,2024-04-07,Kellsie,Cauderlie,kcauderlieo@t.co,7034840905,United States,86-2640869,Quail - Jumbo Boneless,10,13736,0.427,mastercard,5108753103275966
26,2024-01-06,2024-02-15,Aloise,Furbank,afurbankp@miitbeian.gov.cn,5404547130,United States,27-7801766,"Ice - Clear, 300 Lb For Carving",3,3323,0.094,mastercard,5048373380884944
27,2024-09-25,2024-01-06,Kellby,Adey,kadeyq@icio.us,8068531651,United States,19-7854964,Mousse - Mango,3,13921,0.24,mastercard,5048377967545778
28,2024-09-11,2024-02-13,Judd,Levens,jlevensr@unblog.fr,8012125540,Colombia,99-7227153,Steamers White,10,13590,0.209,mastercard,5108753067619910
29,2024-04-10,2024-01-07,Dom,Woolger,dwoolgers@dailymotion.com,9596269976,Mexico,50-9573003,"Chicken - Leg, Boneless",9,13619,0.612,mastercard,5048372836996104
30,2024-09-16,2024-06-11,Beaufort,Rowson,browsont@shinystat.com,5866375757,Dominican Republic,16-5172594,Soupcontfoam16oz 116con,3,12304,0.016,mastercard,5108752771486780
31,2024-10-30,2024-07-09,Sianna,Feye,sfeyeu@cafepress.com,9661598848,Colombia,26-6370584,"Beans - Black Bean, Canned",3,4957,0.682,mastercard,5108752712941505
32,2024-10-10,2023-12-01,Katusha,Stonier,kstonierv@princeton.edu,1497799962,Colombia,04-4510077,Muffin Mix - Corn Harvest,9,3917,0.362,mastercard,5108752945707921
33,2024-04-01,2023-12-31,Koren,Wasmuth,kwasmuthw@1688.com,1267578167,Colombia,23-0049207,Milk - 2%,9,11244,0.324,mastercard,5048379323812108
34,2024-09-14,2024-05-29,Kurtis,Davidovsky,kdavidovskyx@wordpress.org,2973799260,Colombia,82-1705092,"Juice - Pineapple, 341 Ml",8,10829,0.321,mastercard,5108750815566005
35,2024-05-22,2024-05-02,Revkah,Hammell,rhammelly@histats.com,6511149145,Colombia,73-1937833,Island Oasis - Lemonade,1,7332,0.138,mastercard,5108751219713151
36,2024-01-31,2024-08-16,Meryl,Gowlett,mgowlettz@elegantthemes.com,9041662365,United States,22-5211774,Snapple - Iced Tea Peach,9,3209,0.733,mastercard,5108757575381178
37,2024-06-27,2024-07-15,Carolyne,Pash,cpash10@ovh.net,6583435873,Mexico,04-7509835,Lady Fingers,1,10369,0.055,mastercard,5108751669195230
38,2024-06-07,2024-01-13,Avictor,Disbrow,adisbrow11@com.com,4225640737,Mexico,99-7227153,Wine - Ice Wine,9,8549,0.269,mastercard,5048374595103302
39,2024-09-08,2024-06-07,Aindrea,O'Hearn,aohearn12@miitbeian.gov.cn,5851651266,United States,52-7669688,Wine - Port Late Bottled Vintage,3,12389,0.276,mastercard,5108759230232317
40,2024-04-13,2024-07-04,Aryn,Shernock,ashernock13@rambler.ru,5373042169,Colombia,18-4526273,Banana - Green,10,13847,0.501,mastercard,5048375963447999
41,2024-04-30,2023-12-05,Gal,Phonix,gphonix14@fema.gov,8134350279,United States,05-5140393,Capers - Ox Eye Daisy,3,5288,0.786,mastercard,5048377126945232
42,2024-02-03,2024-03-01,Ginnie,Treffrey,gtreffrey15@infoseek.co.jp,9496987801,United States,37-8092889,Sugar - Splenda Sweetener,1,14063,0.194,mastercard,5048377171906493
43,2024-11-12,2024-04-21,Gabby,Treversh,gtreversh16@naver.com,6146742810,Mexico,09-6442939,Sobe - Green Tea,3,5672,0.218,mastercard,5108757912066714
44,2024-07-10,2024-03-10,Lyndsey,Collomosse,lcollomosse17@domainmarket.com,5222587729,Mexico,14-7026110,Knife Plastic - White,9,10875,0.098,mastercard,5048372824378711
45,2024-02-02,2023-12-30,Maximilien,McGeever,mmcgeever18@facebook.com,3123919896,United States,99-3140169,Kumquat,4,9649,0.711,mastercard,5108757509949959
46,2024-11-29,2024-04-13,Mala,Brownsworth,mbrownsworth19@state.gov,9807820651,Mexico,29-8881205,Beer - Camerons Cream Ale,8,3989,0.939,mastercard,5108758029143867
47,2024-08-21,2024-03-14,Teddie,Dowding,tdowding1a@ca.gov,9075413394,United States,09-2503252,Guinea Fowl,3,11365,0.198,mastercard,5048378825387387
48,2024-02-15,2024-10-14,Ealasaid,Girvan,egirvan1b@amazon.co.uk,8129206537,Colombia,14-9023897,Daves Island Stinger,6,9003,0.377,mastercard,5108755621107258
49,2024-09-17,2024-05-04,Shepperd,Alexandersen,salexandersen1c@cbc.ca,4447476117,Colombia,73-1937833,Icecream Cone - Areo Chocolate,8,5974,0.209,mastercard,5108758683125101
50,2024-02-02,2024-09-20,Denise,Baton,dbaton1d@altervista.org,3686006220,Colombia,24-8238298,French Pastries,9,3149,0.688,mastercard,5108756083113123
51,2024-06-05,2024-07-01,Dena,Sabater,dsabater1e@dagondesign.com,3602752276,United States,81-7606557,Soupfoamcont12oz 112con,3,3161,0.179,mastercard,5108759831580759
52,2024-04-28,2024-01-02,Lynn,Southgate,lsouthgate1f@ustream.tv,4089786387,United States,43-5553068,Sausage - Liver,9,8024,0.079,mastercard,5108756961373245
53,2024-07-03,2024-04-10,Kalvin,Besson,kbesson1g@slate.com,5555093482,Mexico,89-4372466,Sauce - Cranberry,6,6494,0.727,mastercard,5108751232748846
