id_venta,fecha_pedido,fecha_envio,nombre_cliente,apellido_cliente,correo_cliente,telefono_cliente,nacionalidad_cliente,vendedor,producto,cantidad,monto,impuesto,tipo_tarjeta,no_tarjeta
41,2024-02-16,2024-07-18,Polly,Clausius,pclausius14@shareasale.com,3344859605,Colombia,62-4197235,Beef - Inside Round,9,10928,0.962,mastercard,5108759699937901
42,2024-01-17,2024-08-29,Man,Slavin,mslavin15@wikimedia.org,1019578824,Colombia,98-6095003,"Fish - Base, Bouillion",4,6637,0.448,mastercard,5108750801360728
43,2024-10-13,2024-03-17,Nealy,Jerg,njerg16@cmu.edu,6921746866,Colombia,90-3763598,Rice - Sushi,2,8216,0.689,mastercard,5048374366371591
44,2024-04-05,2024-05-26,Nikolaos,Ollerhad,nollerhad17@marriott.com,6969714945,Mexico,47-9054500,"Coconut - Creamed, Pure",8,5896,0.185,mastercard,5048378888261677
45,2024-02-19,2024-11-16,Michel,Winear,mwinear18@scientificamerican.com,9738888563,United States,56-6267907,"Marsala - Sperone, Fine, D.o.c.",3,4228,0.868,mastercard,5108754693466585
46,2024-09-07,2024-09-29,Marieann,Worrall,mworrall19@wordpress.org,5552244039,Colombia,31-2236475,Muffins - Assorted,8,9454,0.71,mastercard,5048379314509622
47,2024-02-24,2024-06-13,Yves,Echalie,yechalie1a@so-net.ne.jp,2898778855,Colombia,18-4526273,Turkey Tenderloin Frozen,6,11150,0.042,mastercard,5108753026418313
48,2024-09-07,2024-08-07,Georgina,Costain,gcostain1b@shinystat.com,5972504398,Mexico,43-5553068,Pepper - Orange,2,10186,0.176,mastercard,5108757817617660
49,2024-06-11,2023-12-27,Ivette,Kleinsinger,ikleinsinger1c@pen.io,6508182798,United States,29-0623737,Foil - Round Foil,7,13757,0.936,mastercard,5108752871990640
50,2024-03-21,2024-07-21,Simon,Usher,susher1d@blinklist.com,5827800009,Colombia,59-6399780,Pears - Fiorelle,8,6240,0.439,mastercard,5048372824871285
51,2024-07-10,2024-04-10,Marta,Halliday,mhalliday1e@businessinsider.com,9738541565,United States,66-1008276,Syrup - Monin - Passion Fruit,7,13055,0.033,mastercard,5108751255860544
52,2024-06-16,2024-08-08,Nettle,Gahan,ngahan1f@tuttocitta.it,3155193688,United States,81-7606557,Coffee - Hazelnut Cream,8,5648,0.974,mastercard,5108754323700601
53,2024-04-05,2024-07-26,Sebastiano,Powis,spowis1g@51.la,3192956904,United States,85-1089220,Wine - Toasted Head,7,5787,0.622,mastercard,5108754815373990
54,2024-04-30,2024-09-11,Hermine,Trewartha,htrewartha1h@ebay.com,2063417356,United States,90-6094406,Beans - Fine,6,13617,0.793,mastercard,5048374579933062
55,2024-11-20,2024-05-28,Sunshine,Glencross,sglencross1i@aboutads.info,2697788212,United States,05-6134170,Oil - Hazelnut,8,3973,0.631,mastercard,5048379498718593
56,2024-10-08,2024-10-01,Jolene,Oxenford,joxenford1j@unc.edu,6908900793,Mexico,60-2972643,Cheese - Montery Jack,6,9976,0.555,mastercard,5048377422416813
57,2024-03-19,2024-11-06,Zenia,O'Loinn,zoloinn1k@un.org,1574614968,Colombia,77-1965576,Creme De Banane - Marie,3,5553,0.081,mastercard,5108756735193366
58,2024-08-13,2024-04-09,Allissa,MacNelly,amacnelly1l@upenn.edu,8013093810,United States,73-7638593,Catfish - Fillets,3,4943,0.58,mastercard,5048370473336220
59,2024-02-07,2024-07-14,Hillyer,Winscomb,hwinscomb1m@skype.com,3059124687,United States,34-2007879,Trueblue - Blueberry Cranberry,10,12574,0.263,mastercard,5048371418297881
60,2024-05-01,2024-02-11,Louis,Gosart,lgosart1n@ezinearticles.com,4048186221,United States,82-8733224,Beer - Camerons Cream Ale,6,8585,0.878,mastercard,5048376241259883
61,2024-10-23,2024-06-11,Carole,Doumer,cdoumer1o@ucla.edu,8806320105,Colombia,16-5172594,Veal - Inside,6,14231,0.148,mastercard,5048371517607758
62,2024-08-16,2024-06-03,Alicea,Burwin,aburwin1p@fda.gov,6514494265,United States,89-4372466,Onions Granulated,7,14149,0.056,mastercard,5108759429732259
63,2024-04-12,2024-02-08,Kyle,Pickle,kpickle1q@wp.com,9147893645,United States,10-0019811,Macaroons - Homestyle Two Bit,6,3875,0.671,mastercard,5108756765746141
64,2024-10-01,2024-04-28,Edd,Ordidge,eordidge1r@loc.gov,3374609433,Colombia,10-0613342,"Sugar - Sweet N Low, Individual",7,7535,0.274,mastercard,5108752917793180
65,2024-10-15,2024-09-14,Elsinore,Lawden,elawden1s@google.com,1597253253,Colombia,33-0381277,Thyme - Dried,5,5591,0.59,mastercard,5048379424339514
66,2024-11-30,2024-03-05,Orelle,Kleinpeltz,okleinpeltz1t@marriott.com,2852195347,Italy,18-4327173,"Pepsi - Diet, 355 Ml",5,8874,0.512,mastercard,5108758912108886
67,2024-07-06,2024-10-22,Shermie,Payton,spayton1u@msn.com,9516625136,Dominican Republic,36-5333346,Salt - Seasoned,10,9504,0.715,mastercard,5108757197184414
68,2024-04-09,2024-06-17,Guillema,Dowley,gdowley1v@cmu.edu,3907214398,Colombia,99-4094901,Clementine,1,4215,0.495,mastercard,5048372835441748
69,2024-08-10,2024-06-09,Clair,Loncaster,cloncaster1w@washington.edu,6376168953,Colombia,93-6058074,Bread - Corn Muffaletta,7,6851,0.574,mastercard,5048373137738898
70,2024-08-04,2024-06-18,Danya,Baudoux,dbaudoux1x@bloglovin.com,2032067069,United States,73-7638593,"Veal - Brisket, Provimi, Bone - In",1,6805,0.049,mastercard,5048379232176926
71,2024-06-19,2024-01-30,Etan,Grayshan,egrayshan1y@usa.gov,2032273023,Mexico,66-1008276,Pork - Liver,6,12568,0.746,mastercard,5108755582490305
72,2024-07-19,2023-12-31,Consuelo,Goodyer,cgoodyer1z@cyberchimps.com,4132840148,United States,62-4197235,Table Cloth 54x72 Colour,10,12345,0.804,mastercard,5048372263605764
73,2024-01-19,2024-05-26,Bennett,Well,bwell20@hp.com,7974253371,Colombia,78-9151673,Soup - Tomato Mush. Florentine,9,11587,0.246,mastercard,5048372272526910
74,2024-07-16,2024-09-28,Paul,Prall,pprall21@salon.com,7257998500,Colombia,14-8312422,Spice - Onion Powder Granulated,1,8243,0.163,mastercard,5108752202515850
75,2024-06-08,2024-09-07,Donielle,Possa,dpossa22@odnoklassniki.ru,8991004851,Dominican Republic,44-3478985,Wine - Alsace Gewurztraminer,1,7076,0.702,mastercard,5108755026567775
76,2024-07-07,2023-12-15,Camala,Abbess,cabbess23@jigsy.com,5126173881,United States,71-5393627,Rice - Long Grain,1,9452,0.811,mastercard,5108758981530234
77,2024-03-15,2024-10-20,Mikaela,Caldaro,mcaldaro24@booking.com,2296220459,United States,86-7566129,Lettuce - Lolla Rosa,1,7399,0.773,mastercard,5108757251880840
78,2024-01-30,2024-05-19,Raychel,Parren,rparren25@admin.ch,4022980512,United States,12-0301057,Yokaline,7,12565,0.316,mastercard,5048374322533102
79,2024-02-01,2024-03-26,Marcille,Yea,myea26@gnu.org,3135749122,United States,26-7750002,Oxtail - Cut,8,12198,0.619,mastercard,5048371560951186
80,2024-01-09,2024-01-09,Araldo,Collis,acollis27@discuz.net,9708281367,Mexico,05-5140393,Sun - Dried Tomatoes,2,9127,0.406,mastercard,5108756584851239
81,2024-10-28,2024-07-18,Eugine,Lintin,elintin28@vinaora.com,5717886131,United States,75-8118408,Pate Pans Yellow,9,10398,0.154,mastercard,5048372703424206
82,2024-07-01,2024-01-09,Fina,Meldon,fmeldon29@bizjournals.com,6144878395,United States,09-6442939,Tomatoes - Yellow Hot House,4,5577,0.686,mastercard,5108752980636936
83,2024-06-13,2024-05-13,Chrissie,Sanz,csanz2a@prweb.com,4258668273,United States,69-0699283,Wine - Ej Gallo Sonoma,9,13484,0.141,mastercard,5048371476953730
84,2024-04-05,2024-11-25,Waring,Deschlein,wdeschlein2b@narod.ru,3372319145,Colombia,43-5553068,Muskox - French Rack,9,9023,0.306,mastercard,5108750004743274
85,2024-02-17,2024-03-29,Berta,Wilstead,bwilstead2c@i2i.jp,2058401356,United States,34-2007879,"Soda Water - Club Soda, 355 Ml",5,10406,0.582,mastercard,5048377505515507
86,2024-01-25,2024-07-30,Isabeau,Dugall,idugall2d@zimbio.com,8251715005,Mexico,12-1816115,Blouse / Shirt / Sweater,1,6155,0.702,mastercard,5108758118679227
87,2024-05-23,2024-10-12,Peg,Facchini,pfacchini2e@washingtonpost.com,6011395236,United States,98-4636124,"Carrots - Mini, Stem On",2,10466,0.039,mastercard,5048370403961378
88,2024-04-09,2024-05-21,Sharline,Pettyfar,spettyfar2f@merriam-webster.com,9847447354,Mexico,62-4197235,Butter Balls Salted,7,7378,0.86,mastercard,5048375807082101
89,2024-02-20,2024-04-28,Simone,Branni,sbranni2g@youku.com,2844586257,Mexico,87-7210605,Lamb - Loin Chops,2,10148,0.381,mastercard,5048378309569955
90,2024-04-26,2024-03-30,Jim,Cianni,jcianni2h@jiathis.com,8364167588,Colombia,56-6267907,Pastry - Apple Large,8,11927,0.75,mastercard,5108759021087359
91,2024-05-30,2024-07-31,Neile,Vidgeon,nvidgeon2i@seattletimes.com,7043194198,United States,50-9573003,Ezy Change Mophandle,2,7394,0.098,mastercard,5048371813158308
92,2024-06-18,2024-08-17,Opaline,Klais,oklais2j@quantcast.com,8785455464,Mexico,12-0301057,Island Oasis - Cappucino Mix,9,6509,0.229,mastercard,5108758865362944
93,2024-03-03,2024-06-19,Mable,Pattinson,mpattinson2k@twitpic.com,5138945726,United States,97-6655926,Alize Red Passion,9,3981,0.264,mastercard,5108751633526999
94,2024-10-17,2024-07-16,Jelene,Osmant,josmant2l@networkadvertising.org,8967011946,Mexico,79-3781698,Ham - Virginia,5,5178,0.153,mastercard,5108750508203486
95,2024-04-10,2024-03-07,Ellary,Measor,emeasor2m@linkedin.com,7048502860,Mexico,73-1937833,Bread - Triangle White,6,4034,0.494,mastercard,5108758857638871
96,2024-08-26,2023-12-21,Golda,Willimot,gwillimot2n@arizona.edu,5667458606,Mexico,04-3513015,Island Oasis - Raspberry,5,12810,0.752,mastercard,5108750423320423
97,2024-08-08,2023-12-17,Meridith,Sunley,msunley2o@ucoz.ru,3609875172,United States,98-4636124,"Extract - Vanilla,artificial",2,9962,0.198,mastercard,5048379265157074
98,2024-08-11,2024-04-14,Chiarra,Keig,ckeig2p@ezinearticles.com,4789747627,United States,43-8666961,Soup - Campbells Bean Medley,6,11650,0.099,mastercard,5048375627543969
99,2024-01-05,2024-06-02,Wolf,Brothwell,wbrothwell2q@nature.com,1087277138,Colombia,51-3662457,Muffin Batt - Blueberry Passion,5,10869,0.035,mastercard,5108759343103850
100,2024-06-21,2024-11-25,Gill,Petrasso,gpetrasso2r@soup.io,4479575318,Mexico,82-6624786,Fudge - Chocolate Fudge,10,13853,0.921,mastercard,5048371533640718
